Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$126,189,445,860","$6,894.54",BTC,SHA-256,580.0,13912524048945.0,1.0302385481902118e+20,12.6756,6842.6,BTC
ethereum,2,"$16,011,579,719",$145.08,ETH,Ethash,13.4015,2192684026943230.0,163614821247116.0,2.0,0.02092244,BTC
bitcoincash,3,"$4,377,681,213",$238.36,BCH,SHA-256,600.0,500131837767.13995,0.0,,,
bitcoinsv,4,"$3,309,255,197",$180.21,BSV,SHA-256,614.0,344193163216.926,2.407652083914474e+18,12.5,0.026158,BTC
litecoin,5,"$2,624,713,182",$40.74,LTC,Scrypt,152.0,5023399.463,141943002686374.0,12.5,0.0059315,BTC
monero,6,"$942,672,247",$53.84,XMR,RandomX,118.0,151349104865.0,1282619532.0,1.789860532447,0.007806,BTC
cardano,7,"$839,020,273",$0.032361,,,,,,,,
tron,8,"$800,324,437",$0.012002,,,,,,,,
dash,9,"$648,012,703",$68.79,DASH,X11,159.0,92251593.4290883,2491934445168696.0,1.5533134445469152,0.01000166,BTC
ethereumclassic,10,"$602,732,846",$5.18,ETC,Ethash,13.270999999999999,120554351549232.0,9084044273169.0,3.104,0.0007535,BTC
zcash,11,"$317,828,945",$32.85,ZEC,Equihash,76.0,39681845.329628,4277285222.0,5.0,0.00474857,BTC
dogecoin,12,"$234,312,198",$0.001890,DOGE,Scrypt,63.0,1957075.58772172,133421835635948.0,10000.0,2.7211e-07,BTC
bitcoingold,13,"$132,415,557",$7.56,BTG,Zhash,605.0,171287.926140102,2319323.0,12.5,0.001094,BTC
decred,14,"$128,279,842",$11.89,DCR,Blake (14r),361.0,24984663651.5445,2.972529453876554e+17,9.234857748276793,0.00171338,BTC
algorand,15,"$106,895,054",$0.159973,,,,,,,,
ravencoin,16,"$93,041,477",$0.015874,RVN,X16Rv2,60.0,418404.579357773,29950566413971.0,5000.0,2.36e-06,BTC
bitcoindiamond,17,"$92,524,801",$0.496130,BCD,BCD,655.0,1672846.13480206,10969189985060.0,125.0,7.184e-05,BTC
monacoin,18,"$79,620,366",$1.21,MONA,Lyra2REv2,94.0,3411211.4450946,155862144642789.0,25.0,0.00017502,BTC
digibyte,19,"$65,075,784",$0.005008,DGB,Scrypt,15.0,3139879.8031819,0.0,,,
energi,20,"$60,721,578",$2.20,,,,,,,,
bytom,21,"$57,890,672",$0.057746,,,,,,,,
komodo,22,"$56,995,210",$0.478639,KMD,Equihash,60.0,128489008.274899,34263735.0,3.0,5.58e-05,BTC
siacoin,23,"$54,883,839",$0.001312,,,,,,,,
abbccoin,24,"$54,306,074",$0.097775,,,,,,,,
horizen,25,"$52,307,795",$5.96,ZEN,Equihash,152.0,12238206.421235,659574914.0,7.5,0.0008684,BTC
hypercash,26,"$44,879,419",$1.01,,,,,,,,
verge,27,"$43,124,030",$0.002658,XVG,Scrypt,30.0,9306.83967599,0.0,,,
bytecoin,28,"$40,997,771",$0.000223,BCN,CryptoNight,117.0,30663585286.0,262081925.0,335.6768775,2.966e-08,BTC
zilliqa,29,"$40,033,150",$0.003995,,,,,,,,
zcoin,30,"$31,264,235",$3.18,XZC,MTP,318.0,5849.3964,79003038488.0,14.0,0.00037836,BTC
aeternity,31,"$30,554,791",$0.099796,AE,CuckooCycle,185.0,33095250.0,178893.0,180.873,1.439e-05,BTC
aion,32,"$27,244,036",$0.066382,AION,"Equihash (210,9)",11.0,15997707.0,1454337.0,4.5,9.58e-06,BTC
electroneum,33,"$21,885,855",$0.002177,,,,,,,,
elastos,34,"$21,071,812",$1.15,,,,,,,,
cortex,35,"$20,058,786",$0.080255,,,,,,,,
nuls,36,"$19,412,722",$0.201043,,,,,,,,
tomochain,37,"$19,065,703",$0.271472,,,,,,,,
grin,38,"$17,852,370",$0.467455,,,,,,,,
beam,39,"$15,985,817",$0.272903,BEAM,BeamHashII,61.0,99302196.0,1627904.0,40.0,3.922e-05,BTC
divi,40,"$15,305,474",$0.009551,,,,,,,,
ilcoin,41,"$15,189,666",$0.035830,,,,,,,,
groestlcoin,42,"$12,374,853",$0.165518,GRS,Groestl,63.0,974205.237571626,66415549761302.0,5.0,2.42e-05,BTC
vertcoin,43,"$11,497,424",$0.212330,VTC,Lyra2REv3,148.0,66219.0,1921678644417.0,25.0,2.959e-05,BTC
loki,44,"$11,222,447",$0.238386,,,,,,,,
syscoin,45,"$11,196,396",$0.019200,SYS,SHA-256,60.0,261914088749.43,0.0,,,
nexus,46,"$9,383,492",$0.145094,,,,,,,,
cryptonex,47,"$96,061,409",$1.73,,,,,,,,
edcblockchain,48,"$90,324,828",$0.033821,,,,,,,,
counoscoin,49,"$71,661,297",$4.83,,,,,,,,
vitae,50,"$23,206,662",$1.19,,,,,,,,
zvchain,51,"$18,683,081",$0.038712,,,,,,,,
fibos,52,"$11,184,846",$0.010533,,,,,,,,
unobtanium,53,"$10,736,362",$53.17,,,,,,,,
microbitcoin,54,"$10,735,523",$0.000057,,,,,,,,
einsteinium,55,"$8,571,350",$0.039032,EMC2,Scrypt,80.0,762.28996789257,40925131027.0,1.95,5.32e-06,BTC
metaverseetp,56,"$8,438,811",$0.108309,,,,,,,,
newton,57,"$8,002,448",$0.000389,,,,,,,,
otocash,58,"$7,493,382",$0.351540,,,,,,,,
mircoin,59,"$7,470,170",$0.008483,,,,,,,,
burst,60,"$7,104,178",$0.003402,,,,,,,,
nkn,61,"$6,779,009",$0.014526,,,,,,,,
gulden,62,"$5,874,988",$0.011540,,,,,,,,
mooncoin,63,"$5,749,181",$0.000025,,,,,,,,
quantumresistantledger,64,"$5,702,668",$0.080576,,,,,,,,
lightningbitcoin,65,"$5,542,232",$1.44,,,,,,,,
polis,66,"$5,318,171",$0.540910,,,,,,,,
namecoin,67,"$5,177,033",$0.351309,NMC,SHA-256,600.0,12339538579143.998,0.0,,,
peercoin,68,"$4,766,027",$0.182526,PPC,SHA-256,2700.0,1544141152.73152,2456309537551710.0,50.441131369066184,2.637e-05,BTC
electra,69,"$4,149,202",$0.000145,,,,,,,,
bitcoinrhodium,70,"$3,955,271",$4.73,,,,,,,,
smartcash,71,"$3,884,279",$0.002747,SMART,Keccak,55.0,283316.326688059,22124261046328.0,23.281213699152858,3.951e-07,BTC
bitcore,72,"$3,639,040",$0.205891,,,,,,,,
blockstamp,73,"$3,602,814",$0.137025,,,,,,,,
matrixainetwork,74,"$3,497,429",$0.016743,,,,,,,,
lbrycredits,75,"$3,403,525",$0.009833,,,,,,,,
flo,76,"$3,393,942",$0.022277,,,,,,,,
colossusxt,77,"$3,284,979",$0.000276,,,,,,,,
credittagchain,78,"$3,222,435",$0.053935,,,,,,,,
litecoincash,79,"$3,048,548",$0.004551,LCC,SHA-256,150.0,201235192.0,5761990456295205.0,125.0,6.5e-07,BTC
piratechain,80,"$2,982,723",$0.019551,,,,,,,,
emercoin,81,"$2,892,766",$0.063715,,,,,,,,
observer,82,"$2,791,825",$0.002085,,,,,,,,
dero,83,"$2,791,616",$0.290785,,,,,,,,
zel,84,"$2,777,535",$0.028363,ZEL,ZelHash,122.0,2826.88076833969,189818.0,112.5,4.1e-06,BTC
viacoin,85,"$2,751,306",$0.118765,VIA,Scrypt,24.0,249358.9326163,44624519189686.0,0.625,1.705e-05,BTC
nimiq,86,"$2,748,318",$0.000487,,,,,,,,
bitgreen,87,"$2,612,641",$0.247069,,,,,,,,
ondori,88,"$2,604,757",$0.000069,,,,,,,,
gamecredits,89,"$2,571,097",$0.036816,GAME,Scrypt,66.0,4281.2531250374,278603669059.0,6.25,5.56e-06,BTC
ubiq,90,"$2,541,997",$0.059659,UBQ,Ubqhash,91.0,3530304391986.0,38794553758.0,5.0,8.65e-06,BTC
hycon,91,"$2,420,637",$0.001104,,,,,,,,
nix,92,"$2,248,446",$0.051993,,,,,,,,
tera,93,"$1,879,561",$0.002225,,,,,,,,
nativecoin,94,"$1,821,003",$0.079215,,,,,,,,
feathercoin,95,"$1,808,406",$0.006622,FTC,NeoScrypt,62.0,84.391571386174,5846113534.0,40.0,9.65e-07,BTC
boolberry,96,"$1,805,651",$0.136715,,,,,,,,
myriad,97,"$1,786,405",$0.001035,,,,,,,,
sumokoin,98,"$1,761,555",$0.084301,SUMO,CryptoNightR,240.0,8409681845.0,35040341.0,74.93,1.031e-05,BTC
ergo,99,"$1,733,664",$0.148794,,,,,,,,
htmlcoin,100,"$1,676,991",$0.000032,,,,,,,,
