Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$177,593,658,177","$9,667.60",BTC,SHA-256,620.0,16104807485529.0,1.1156390557858557e+20,13.2092571428571,9885.53086230877,BTC
ethereum,2,"$23,459,712,418",$211.63,ETH,Ethash,13.2802,2287094209237520.0,171278442610636.0,2.0,0.0214709788595271,BTC
bitcoincash,3,"$4,936,380,752",$268.25,BCH,SHA-256,600.0,221695237370.36002,0.0,,,
bitcoinsv,4,"$3,924,225,485",$213.26,BSV,SHA-256,610.0,174813296145.724,1.1736864188545065e+18,6.25,0.0213559275766016,BTC
litecoin,5,"$3,122,272,352",$48.27,LTC,Scrypt,157.0,6529243.98000002,178617129692387.0,12.5,0.00482773676880223,BTC
cardano,6,"$1,351,984,552",$0.052146,,,,,,,,
monero,7,"$1,134,708,379",$64.64,XMR,RandomX,120.0,149562434082.046,1243977333.0,1.71070678871116,0.00650939499304591,BTC
ethereumclassic,8,"$835,490,468",$7.18,ETC,Ethash,13.0148,118763224462926.0,9212558331964.0,3.10400000000001,0.000722303481894151,BTC
dash,9,"$768,970,191",$81.08,DASH,X11,157.0,223855361.610965,7418921758754477.0,1.44236248422214,0.00807343066759388,BTC
zcash,10,"$416,267,024",$45.67,ZEC,Equihash,74.0,51349979.6582197,5480693950.0,5.0,0.00460009536856746,BTC
dogecoin,11,"$322,625,493",$0.002592,DOGE,Scrypt,62.0,2639373.25256132,172603691371515.0,10000.0,2.64698969359332e-07,BTC
digibyte,12,"$271,131,084",$0.020669,DGB,Scrypt,15.0,1585160907.7376997,0.0,,,
bitcoingold,13,"$173,938,912",$9.93,BTG,Zhash,596.0,88621.8690781456,1175997.0,6.25,0.00100658553546592,BTC
decred,14,"$173,624,001",$15.14,DCR,Blake (14r),299.0,24676338001.6008,3.720853865422391e+17,9.14342351314532,0.00150712016689847,BTC
algorand,15,"$150,591,585",$0.213555,,,,,,,,
ravencoin,16,"$132,058,827",$0.021580,RVN,KawPow,59.0,51786.1763003455,3918189215528.0,5000.0,2.20795549374131e-06,BTC
bitcoindiamond,17,"$109,146,596",$0.585259,BCD,BCD,625.0,14088561.9762239,102805239546104.0,125.0,5.89017107093186e-05,BTC
abbccoin,18,"$93,896,254",$0.169055,,,,,,,,
energi,19,"$92,607,006",$3.28,,,,,,,,
monacoin,20,"$91,902,388",$1.40,MONA,Lyra2REv2,94.0,4055767.15177567,152273546248339.0,25.0,0.000139842656467316,BTC
siacoin,21,"$91,482,909",$0.002188,,,,,,,,
zilliqa,22,"$73,795,884",$0.007297,,,,,,,,
komodo,23,"$69,318,317",$0.578915,KMD,Equihash,60.0,255941592.082659,52387768.0,3.0,6.14248956884562e-05,BTC
bytom,24,"$68,979,018",$0.068807,BTM,Tensority,133.0,65151237144.0,489858925.0,412.5,6.90510584958217e-06,BTC
verge,25,"$58,106,594",$0.003573,XVG,Scrypt,30.0,28888.6317,0.0,,,
bytecoin,26,"$54,811,987",$0.000298,BCN,CryptoNight,140.0,26616895109.0766,167061898.0,304.877912274856,3.06140389972143e-08,BTC
hypercash,27,"$50,302,188",$1.13,,,,,,,,
horizen,28,"$50,130,925",$5.55,ZEN,Equihash,151.0,9587879.33692909,517278357.0,7.5,0.000558333379694021,BTC
zcoin,29,"$41,580,549",$4.13,XZC,MTP,289.0,4395.74338934426,74968628887.0,14.0,0.000413448539638386,BTC
electroneum,30,"$38,885,518",$0.003853,,,,,,,,
aion,31,"$37,985,419",$0.090431,AION,"Equihash (210,9)",11.0,9782247.12585812,664680.0,4.5,9.25386648122393e-06,BTC
