Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$129,874,503,715","$7,083.12",BTC,SHA-256,532.0,14715214060656.0,1.1879955478224978e+20,12.6049,7021.13,BTC
ethereum,2,"$19,955,977,052",$180.44,ETH,Ethash,13.5007,2151817893690440.0,159385653609845.0,2.0,0.0254031,BTC
bitcoincash,3,"$4,258,633,630",$231.63,BCH,SHA-256,600.0,242390024476.66,0.0,,,
bitcoinsv,4,"$3,555,067,575",$193.38,BSV,SHA-256,567.0,217751228502.744,1.649443395208304e+18,6.25,0.027252,BTC
litecoin,5,"$2,728,894,378",$42.27,LTC,Scrypt,141.0,5810113.177,176980468661515.0,12.5,0.0059375,BTC
monero,6,"$996,299,439",$56.83,XMR,RandomX,121.0,145947194911.0,1206175164.0,1.748821800831,0.008077,BTC
cardano,7,"$922,026,456",$0.035562,,,,,,,,
tron,8,"$858,545,668",$0.012875,,,,,,,,
dash,9,"$748,115,907",$79.18,DASH,X11,158.0,140056835.531946,3807212203740245.0,1.5533134445469152,0.01118694,BTC
ethereumclassic,10,"$638,413,063",$5.49,ETC,Ethash,13.1914,110101835220586.0,8346485984852.0,3.104,0.0007743,BTC
zcash,11,"$418,232,758",$46.57,ZEC,Equihash,75.0,54291069.7333737,5930032576.0,5.0,0.006575,BTC
dogecoin,12,"$249,201,224",$0.002006,DOGE,Scrypt,62.0,3663724.95629834,253799659174845.0,10000.0,2.8306e-07,BTC
bitcoingold,13,"$164,185,112",$9.37,BTG,Zhash,592.0,113532.775902802,1571048.0,6.25,0.00133,BTC
decred,14,"$139,954,346",$12.32,DCR,Blake (14r),277.0,22410922520.9627,3.4748801191597357e+17,9.14342351314534,0.00174053,BTC
algorand,15,"$129,803,456",$0.185259,,,,,,,,
ravencoin,16,"$102,651,729",$0.017157,RVN,X16Rv2,60.0,481050.945069369,34434967946380.0,5000.0,2.35e-06,BTC
digibyte,17,"$101,125,109",$0.007747,DGB,Scrypt,15.0,3044098.3821766,0.0,,,
bitcoindiamond,18,"$96,980,895",$0.520025,BCD,BCD,615.0,6733016.43341355,47021277048685.0,125.0,7.344e-05,BTC
monacoin,19,"$77,292,018",$1.18,MONA,Lyra2REv2,94.0,2562775.71367636,117096147630032.0,25.0,0.00016611,BTC
komodo,20,"$67,814,545",$0.567950,KMD,Equihash,60.0,199681021.048493,53248272.0,3.0,8.03e-05,BTC
energi,21,"$67,025,886",$2.38,,,,,,,,
abbccoin,22,"$63,061,876",$0.113540,,,,,,,,
siacoin,23,"$57,897,010",$0.001385,,,,,,,,
bytom,24,"$57,550,832",$0.057407,BTM,Tensority,144.0,70816776044.8586,491783166.0,412.5,8.028e-06,BTC
horizen,25,"$50,709,357",$5.70,ZEN,Equihash,150.0,10183661.1831654,556163682.0,7.5,0.0008054,BTC
bytecoin,26,"$46,513,425",$0.000253,BCN,CryptoNight,124.0,29053121912.0,234299370.0,320.45174336,3.169e-08,BTC
hypercash,27,"$45,175,901",$1.01,,,,,,,,
verge,28,"$44,179,464",$0.002720,XVG,Scrypt,30.0,15712.4421,0.0,,,
zilliqa,29,"$42,378,695",$0.004211,,,,,,,,
zcoin,30,"$41,731,131",$4.20,XZC,MTP,297.0,6146.286,88882482699.0,14.0,0.0005849,BTC
aeternity,31,"$30,623,176",$0.099490,AE,CuckooCycle,177.0,25705000.0,145225.0,176.418,1.405e-05,BTC
aion,32,"$26,154,988",$0.063729,AION,"Equihash (210,9)",11.0,14493845.0,1317622.0,4.5,9e-06,BTC
tomochain,33,"$22,347,277",$0.317386,,,,,,,,
cortex,34,"$22,198,797",$0.088817,,,,,,,,
elastos,35,"$20,599,654",$1.12,,,,,,,,
grin,36,"$19,204,911",$0.484308,,,,,,,,
nuls,37,"$19,065,397",$0.196973,,,,,,,,
electroneum,38,"$18,939,655",$0.001881,,,,,,,,
beam,39,"$16,081,614",$0.268068,BEAM,BeamHashII,60.0,94360864.0,1572681.0,40.0,3.81e-05,BTC
ilcoin,40,"$14,446,189",$0.033029,,,,,,,,
divi,41,"$14,376,946",$0.008811,,,,,,,,
vertcoin,42,"$14,365,997",$0.264112,VTC,Lyra2REv3,147.0,69069.855585218,2018046060394.0,25.0,3.483e-05,BTC
groestlcoin,43,"$11,471,824",$0.153202,GRS,Groestl,63.0,936769.548976791,63863405980063.0,5.0,2.142e-05,BTC
loki,44,"$11,240,860",$0.237209,,,,,,,,
syscoin,45,"$11,067,306",$0.018951,SYS,SHA-256,60.0,266972806893.97998,0.0,,,
cryptonex,46,"$91,860,499",$1.65,,,,,,,,
counoscoin,47,"$72,082,730",$4.85,,,,,,,,
vitae,48,"$29,884,868",$1.53,,,,,,,,
edcblockchain,49,"$15,766,795",$0.005904,,,,,,,,
zvchain,50,"$12,540,394",$0.023744,,,,,,,,
microbitcoin,51,"$12,407,824",$0.000066,,,,,,,,
fibos,52,"$11,559,734",$0.010881,,,,,,,,
unobtanium,53,"$11,385,108",$56.36,,,,,,,,
nexus,54,"$9,977,154",$0.154273,,,,,,,,
newton,55,"$8,975,624",$0.000436,,,,,,,,
einsteinium,56,"$8,577,250",$0.039050,EMC2,Scrypt,78.0,929.07014715769,51158024329.0,1.95,5.29e-06,BTC
burst,57,"$7,602,191",$0.003638,,,,,,,,
metaverseetp,58,"$7,533,560",$0.096558,,,,,,,,
otocash,59,"$7,448,514",$0.349435,,,,,,,,
mircoin,60,"$7,329,409",$0.008323,,,,,,,,
nkn,61,"$7,287,760",$0.015617,,,,,,,,
polis,62,"$6,333,391",$0.644168,,,,,,,,
aeon,63,"$6,223,841",$0.393131,,,,,,,,
lbrycredits,64,"$5,682,004",$0.016149,,,,,,,,
gulden,65,"$5,644,144",$0.011060,,,,,,,,
namecoin,66,"$5,609,890",$0.380683,NMC,SHA-256,600.0,13904616840200.0,0.0,,,
lightningbitcoin,67,"$5,481,963",$1.42,,,,,,,,
peercoin,68,"$4,936,458",$0.188738,PPC,SHA-256,2700.0,1580301617.765,2513831024487617.0,50.150073309139124,2.725e-05,BTC
quantumresistantledger,69,"$4,789,672",$0.067543,,,,,,,,
blockstamp,70,"$4,638,109",$0.176240,,,,,,,,
electra,71,"$4,290,068",$0.000150,,,,,,,,
piratechain,72,"$4,076,605",$0.026453,,,,,,,,
lunes,73,"$3,910,844",$0.025946,,,,,,,,
dero,74,"$3,897,043",$0.404072,,,,,,,,
matrixainetwork,75,"$3,563,144",$0.016890,,,,,,,,
helleniccoin,76,"$3,430,459",$0.049298,,,,,,,,
smartcash,77,"$3,401,785",$0.002406,SMART,Keccak,56.0,247182.033066569,18957834788923.0,22.886017743601325,3.418e-07,BTC
flo,78,"$3,285,903",$0.021568,,,,,,,,
gamecredits,79,"$3,281,096",$0.046983,GAME,Scrypt,95.0,2971.4545377812,134340000645.0,6.25,6.54e-06,BTC
credittagchain,80,"$3,222,435",$0.053935,,,,,,,,
bitcore,81,"$3,042,241",$0.171832,,,,,,,,
zel,82,"$2,894,967",$0.029021,ZEL,ZelHash,118.0,4066.82640972033,282334.0,112.5,4.23e-06,BTC
nimiq,83,"$2,869,233",$0.000494,,,,,,,,
viacoin,84,"$2,856,679",$0.123310,VIA,Scrypt,24.0,299982.79778446,53684012743618.0,0.625,1.736e-05,BTC
bitcoinrhodium,85,"$2,786,547",$3.34,,,,,,,,
emercoin,86,"$2,785,204",$0.061268,,,,,,,,
ondori,87,"$2,670,529",$0.000071,,,,,,,,
ubiq,88,"$2,663,571",$0.062512,UBQ,Ubqhash,85.0,4241347279511.0,49898203288.0,5.0,8.51e-06,BTC
hycon,89,"$2,650,464",$0.001209,,,,,,,,
colossusxt,90,"$2,533,465",$0.000212,,,,,,,,
bitgreen,91,"$2,512,841",$0.235053,,,,,,,,
observer,92,"$2,497,059",$0.001190,,,,,,,,
litecoincash,93,"$2,472,352",$0.003679,LCC,SHA-256,150.0,171621453.0,4914056852846674.0,125.0,5.2e-07,BTC
nix,94,"$2,257,687",$0.052207,,,,,,,,
nexty,95,"$2,246,783",$0.000014,,,,,,,,
decoin,96,"$1,970,909",$0.074905,,,,,,,,
ergo,97,"$1,880,506",$0.149586,,,,,,,,
feathercoin,98,"$1,847,270",$0.006718,FTC,NeoScrypt,62.0,53.193993506494,3684942942.0,40.0,9.66e-07,BTC
boolberry,99,"$1,833,062",$0.138790,,,,,,,,
aryacoin,100,"$1,814,806",$0.014199,,,,,,,,
