Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$142,397,079,727","$7,760.43",BTC,SHA-256,579.0,15958652328578.0,1.1837977519771461e+20,12.6974,7687.71,BTC
ethereum,2,"$21,721,145,120",$196.21,ETH,Ethash,13.4062,2147506901869150.0,160187592447460.0,2.0,0.02522823,BTC
bitcoincash,3,"$4,432,991,706",$241.03,BCH,SHA-256,600.0,246181185752.84,0.0,,,
bitcoinsv,4,"$3,558,938,779",$193.52,BSV,SHA-256,590.0,238599244121.816,1.736908390429695e+18,6.25,0.02507,BTC
litecoin,5,"$2,871,349,683",$44.44,LTC,Scrypt,144.0,5867504.283,175005131976562.0,12.5,0.0057099,BTC
cardano,6,"$1,234,474,575",$0.047613,,,,,,,,
monero,7,"$1,102,692,388",$62.87,XMR,RandomX,118.0,147852464946.0,1252986991.0,1.762433655237,0.008121,BTC
tron,8,"$980,977,735",$0.014711,,,,,,,,
dash,9,"$775,970,543",$82.01,DASH,X11,156.0,231345131.994181,6369357538485966.0,1.4423624842221359,0.01054346,BTC
ethereumclassic,10,"$706,539,116",$6.07,ETC,Ethash,13.0245,110680622149557.0,8497878778421.0,3.104,0.0007841,BTC
zcash,11,"$397,370,796",$43.97,ZEC,Equihash,75.0,55257635.8341783,6035607370.0,5.0,0.00566512,BTC
dogecoin,12,"$292,815,136",$0.002355,DOGE,Scrypt,62.0,2571334.34182185,178125756535589.0,10000.0,3.0436e-07,BTC
bitcoingold,13,"$163,300,479",$9.32,BTG,Zhash,590.0,108804.415652025,1510721.0,6.25,0.001205,BTC
algorand,14,"$152,875,802",$0.215175,,,,,,,,
decred,15,"$148,919,132",$13.04,DCR,Blake (14r),324.0,21301020147.4708,2.8236785464451907e+17,9.14342351314534,0.00169,BTC
digibyte,16,"$146,279,847",$0.011183,DGB,Scrypt,15.0,996532773.0336701,0.0,,,
ravencoin,17,"$115,183,812",$0.019075,RVN,X16Rv2,60.0,388753.652625505,27828070403784.0,5000.0,2.46e-06,BTC
bitcoindiamond,18,"$100,063,958",$0.536556,BCD,BCD,699.0,6309833.80617615,38770428956683.0,125.0,6.915e-05,BTC
energi,19,"$90,721,330",$3.19,,,,,,,,
monacoin,20,"$79,541,683",$1.21,MONA,Lyra2REv2,93.0,2541426.60468901,117369291960469.0,25.0,0.00015521,BTC
siacoin,21,"$71,847,933",$0.001718,,,,,,,,
komodo,22,"$67,161,202",$0.562054,KMD,Equihash,60.0,220652876.99992,58840767.0,3.0,7.31e-05,BTC
bytom,23,"$65,706,817",$0.065543,BTM,Tensority,163.0,71164198687.0,436590175.0,412.5,8.509e-06,BTC
abbccoin,24,"$65,077,197",$0.117168,,,,,,,,
horizen,25,"$54,147,206",$6.05,ZEN,Equihash,151.0,10154306.0707032,550887916.0,7.5,0.0007736,BTC
zilliqa,26,"$49,642,351",$0.004923,,,,,,,,
hypercash,27,"$47,792,059",$1.07,,,,,,,,
verge,28,"$47,097,370",$0.002898,XVG,Scrypt,30.0,3380.12235,0.0,,,
bytecoin,29,"$45,057,397",$0.000245,BCN,CryptoNight,109.0,31525383907.0,289223705.0,313.62609806,3e-08,BTC
zcoin,30,"$39,425,084",$3.94,XZC,MTP,312.0,6164.5739,84861036199.0,14.0,0.00050312,BTC
aion,31,"$34,426,973",$0.083884,AION,"Equihash (210,9)",11.0,5732595.0,521145.0,4.5,1.085e-05,BTC
aeternity,32,"$33,203,481",$0.107616,AE,CuckooCycle,180.0,26590700.0,147726.0,174.636,1.386e-05,BTC
elastos,33,"$25,017,853",$1.36,,,,,,,,
tomochain,34,"$24,352,924",$0.345467,,,,,,,,
electroneum,35,"$24,238,902",$0.002405,,,,,,,,
cortex,36,"$22,323,430",$0.089316,,,,,,,,
nuls,37,"$20,433,822",$0.210878,,,,,,,,
grin,38,"$20,224,641",$0.501546,,,,,,,,
beam,39,"$19,359,405",$0.320314,BEAM,BeamHashII,60.0,105300388.0,1755006.0,40.0,4.09e-05,BTC
divi,40,"$16,962,733",$0.010310,,,,,,,,
ilcoin,41,"$16,165,132",$0.036330,,,,,,,,
vertcoin,42,"$15,449,121",$0.283440,VTC,Lyra2REv3,149.0,69991.717484478,2017531124742.0,25.0,3.626e-05,BTC
syscoin,43,"$12,362,443",$0.021155,SYS,SHA-256,60.0,229673114336.3,0.0,,,
loki,44,"$12,231,987",$0.257373,,,,,,,,
groestlcoin,45,"$12,231,253",$0.163227,GRS,Groestl,63.0,1398304.03247591,95328096656332.0,5.0,2.121e-05,BTC
cryptonex,46,"$97,225,769",$1.75,,,,,,,,
counoscoin,47,"$72,070,063",$4.85,,,,,,,,
