Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$173,383,705,612","$9,434.02",BTC,SHA-256,600.0,16104807485529.0,1.0172003155694566e+20,7.54027777777777,9473.22206128133,BTC
ethereum,2,"$22,228,031,441",$200.35,ETH,Ethash,15.0,2308686927874150.0,171743776459853.0,2.0,0.0209385412674095,BTC
bitcoincash,3,"$4,367,240,356",$237.24,BCH,SHA-256,600.0,347964528328.67,0.0,,,
bitcoinsv,4,"$3,480,107,778",$189.06,BSV,SHA-256,556.0,269136508032.228,2.157246532445241e+18,6.25,0.0198973690807799,BTC
litecoin,5,"$2,799,098,578",$43.24,LTC,Scrypt,150.0,6263631.601,192157806289193.0,12.5,0.00456189275766016,BTC
cardano,6,"$1,312,364,482",$0.050618,,,,,,,,
monero,7,"$1,131,145,395",$64.41,XMR,RandomX,120.0,147515802932.775,1270870449.0,1.69297542105415,0.00676266295264624,BTC
ethereumclassic,8,"$781,954,874",$6.72,ETC,Ethash,15.0,110091220901366.0,8632787282427.0,3.10400000000001,0.000691503342618384,BTC
dash,9,"$698,247,076",$73.54,DASH,X11,150.0,226525878.675728,8303863506545243.0,1.44236248422214,0.00771565579972183,BTC
zcash,10,"$389,151,225",$42.46,ZEC,Equihash,75.0,52341212.6774629,5524882061.0,5.0,0.00448118384401114,BTC
dogecoin,11,"$313,331,762",$0.002515,DOGE,Scrypt,60.0,2786160.23060764,179140867309262.0,10000.0,2.65680973574409e-07,BTC
digibyte,12,"$272,084,871",$0.020704,DGB,Scrypt,15.0,463481.47269346,0.0,,,
bitcoingold,13,"$158,722,282",$9.06,BTG,Zhash,589.0,74629.2630555253,1110372.0,6.25,0.000954421835883169,BTC
decred,14,"$154,539,482",$13.44,DCR,Blake (14r),334.0,31030297771.7247,3.805167914569461e+17,9.05289456747067,0.00141531381729201,BTC
algorand,15,"$139,719,960",$0.196674,,,,,,,,
ravencoin,16,"$115,964,251",$0.018796,RVN,KawPow,60.0,50038.7413385919,3848923544620.0,5000.0,1.92721835883169e-06,BTC
zilliqa,17,"$103,563,484",$0.010222,,,,,,,,
bitcoindiamond,18,"$102,420,445",$0.549192,BCD,BCD,626.0,10386172.6137736,68896999007513.0,125.0,5.69610445682451e-05,BTC
electroneum,19,"$95,731,949",$0.009478,,,,,,,,
monacoin,20,"$91,771,414",$1.40,MONA,Lyra2REv2,90.0,3556331.14754393,189271410034414.0,25.0,0.000146238631921824,BTC
energi,21,"$85,229,668",$2.94,,,,,,,,
siacoin,22,"$85,100,322",$0.002035,,,,,,,,
abbccoin,23,"$69,142,390",$0.124487,,,,,,,,
komodo,24,"$63,727,891",$0.531828,KMD,Equihash,60.0,254989397.635206,74705065.0,3.0,5.62834261838442e-05,BTC
bytom,25,"$62,972,808",$0.062816,BTM,Tensority,150.0,71176570448.0,474510469.0,412.5,6.62538803894293e-06,BTC
verge,26,"$54,558,181",$0.003354,XVG,Scrypt,30.0,15202.5463,0.0,,,
horizen,27,"$47,795,970",$5.27,ZEN,Equihash,150.0,9441236.97454542,527256606.0,7.5,0.000560250139275765,BTC
bytecoin,28,"$46,000,450",$0.000250,BCN,CryptoNight,127.0,31000600316.4688,227051579.0,299.018244098483,2.57288873435328e-08,BTC
hypercash,29,"$45,441,352",$1.02,,,,,,,,
zcoin,30,"$40,270,553",$3.98,XZC,MTP,273.0,4924.54212423078,77860428886.0,14.0,0.000420752211404729,BTC
aion,31,"$34,732,200",$0.082686,AION,"Equihash (210,9)",11.0,11390745.9606481,1082106.0,4.5,8.76143454039005e-06,BTC
aeternity,32,"$31,927,348",$0.102925,AE,CuckooCycle,178.0,23808037.7906977,143268.0,170.180999999999,1.08175208913649e-05,BTC
tomochain,33,"$25,964,867",$0.367368,,,,,,,,
divi,34,"$25,507,825",$0.015198,,,,,,,,
elastos,35,"$25,101,895",$1.36,,,,,,,,
nuls,36,"$20,999,653",$0.216201,,,,,,,,
