Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$170,215,159,026","$9,259.03",BTC,SHA-256,600.0,15138043247082.0,8.271933927690946e+19,7.74728260869566,9194.50247566065,BTC
ethereum,2,"$23,109,349,181",$208.11,ETH,Ethash,15.0,2229361096104060.0,169082009868363.0,2.0,0.0224491070097357,BTC
bitcoincash,3,"$4,334,508,451",$235.38,BCH,SHA-256,600.0,338274343822.41,0.0,,,
bitcoinsv,4,"$3,588,056,724",$194.86,BSV,SHA-256,556.0,260268238611.568,2.0814186589826565e+18,6.25,0.021173445062587,BTC
litecoin,5,"$2,866,244,771",$44.24,LTC,Scrypt,150.0,6222934.49799999,205594616569693.0,12.5,0.00479295660639777,BTC
cardano,6,"$1,445,551,507",$0.055755,,,,,,,,
monero,7,"$1,118,848,048",$63.68,XMR,RandomX,120.0,153522384802.132,1365317220.0,1.67644108397404,0.00684457440890125,BTC
ethereumclassic,8,"$754,521,434",$6.49,ETC,Ethash,15.0,106703523770315.0,8349321008204.0,3.10400000000001,0.00070279026425591,BTC
dash,9,"$711,279,344",$74.82,DASH,X11,150.0,223744569.058113,7188921937493076.0,1.44236248422214,0.00812098508356547,BTC
zcash,10,"$440,904,784",$47.84,ZEC,Equihash,75.0,51649613.2577253,5507022090.0,5.0,0.00520088176880223,BTC
dogecoin,11,"$315,810,947",$0.002533,DOGE,Scrypt,60.0,2751679.06916784,344141292403595.0,10000.0,2.74713351877608e-07,BTC
digibyte,12,"$238,141,777",$0.018088,DGB,Scrypt,15.0,5931928.7116406,0.0,,,
decred,13,"$162,536,761",$14.10,DCR,Blake (14r),317.0,28131112196.9643,3.725891217920899e+17,9.05289456747068,0.00152526406685237,BTC
bitcoingold,14,"$157,140,345",$8.97,BTG,Zhash,614.0,78368.7499932457,897286.0,6.25,0.00096649235048679,BTC
algorand,15,"$148,224,923",$0.207197,,,,,,,,
ravencoin,16,"$119,360,827",$0.019191,RVN,KawPow,60.0,49302.3093596176,3632294553611.0,5000.0,2.09719054242003e-06,BTC
monacoin,17,"$108,361,771",$1.65,MONA,Lyra2REv2,90.0,3521314.55374795,252459397056107.0,25.0,0.000176955111420613,BTC
bitcoindiamond,18,"$104,982,532",$0.562930,BCD,BCD,398.0,6856508.80705747,111556721763454.0,125.0,6.03217385257301e-05,BTC
zilliqa,19,"$104,812,608",$0.010328,,,,,,,,
siacoin,20,"$89,782,752",$0.002147,,,,,,,,
energi,21,"$74,459,723",$2.54,,,,,,,,
komodo,22,"$72,055,288",$0.600990,KMD,Equihash,59.0,253881956.72178,71283203.0,3.0,6.41561891515994e-05,BTC
abbccoin,23,"$69,042,336",$0.124307,,,,,,,,
bytom,24,"$67,702,106",$0.067533,BTM,Tensority,154.0,64752943938.0,420473661.0,412.5,7.21573435326839e-06,BTC
electroneum,25,"$66,660,671",$0.006595,,,,,,,,
hypercash,26,"$66,338,114",$1.49,,,,,,,,
verge,27,"$63,043,607",$0.003874,XVG,Scrypt,30.0,24853.1735,0.0,,,
horizen,28,"$61,941,910",$6.79,ZEN,Equihash,150.0,9774244.75002842,507223270.0,7.5,0.000654173296244785,BTC
bytecoin,29,"$46,403,069",$0.000252,BCN,CryptoNight,122.0,30737355292.7587,246792222.0,293.330591251326,2.69552990264257e-08,BTC
zcoin,30,"$46,120,132",$4.53,XZC,MTP,294.0,5343.5871665272,78213456656.0,14.0,0.000480223351877609,BTC
aion,31,"$40,061,344",$0.095373,AION,"Equihash (210,9)",11.0,18089681.2342995,2479417.0,4.5,1.03042559109875e-05,BTC
aeternity,32,"$39,403,253",$0.126766,AE,CuckooCycle,183.0,22115925.433526,93474.0,168.733768786127,1.2997983310153e-05,BTC
tomochain,33,"$28,474,460",$0.402458,,,,,,,,
elastos,34,"$27,778,464",$1.51,,,,,,,,
divi,35,"$26,792,839",$0.015846,,,,,,,,
cortex,36,"$23,516,307",$0.094088,,,,,,,,
nuls,37,"$23,153,006",$0.238101,,,,,,,,
beam,38,"$21,255,134",$0.341121,BEAM,BeamHashII,60.0,84256891.1921182,1434946.0,40.0,3.63969777158775e-05,BTC
grin,39,"$19,915,327",$0.468913,,,,,,,,
vertcoin,40,"$15,605,547",$0.284432,VTC,Lyra2REv3,150.0,62186.0341624628,2331936001773.0,25.0,2.82878412256269e-05,BTC
syscoin,41,"$15,568,807",$0.026535,SYS,SHA-256,60.0,246039125491.86,0.0,,,
ilcoin,42,"$15,370,265",$0.032873,,,,,,,,
lbrycredits,43,"$15,329,212",$0.041732,,,,,,,,
newton,44,"$13,408,822",$0.000652,,,,,,,,
counosx,45,"$354,484,020",$20.02,,,,,,,,
advancedinternetblocks,46,"$113,874,766",$0.004703,,,,,,,,
cryptonex,47,"$95,616,713",$1.72,,,,,,,,
deviantcoin,48,"$83,501,935",$3.08,,,,,,,,
counoscoin,49,"$66,709,719",$4.49,,,,,,,,
vitae,50,"$28,758,262",$1.48,,,,,,,,
helleniccoin,51,"$18,596,031",$0.267057,,,,,,,,
loki,52,"$15,555,008",$0.324204,,,,,,,,
edcblockchain,53,"$15,182,525",$0.005685,,,,,,,,
fibos,54,"$12,576,078",$0.011827,,,,,,,,
microbitcoin,55,"$12,266,300",$0.000065,,,,,,,,
groestlcoin,56,"$12,017,951",$0.160016,GRS,Groestl,60.0,1108222.90183519,46560157615490.0,5.0,1.72754596100278e-05,BTC
unobtanium,57,"$11,321,823",$56.00,,,,,,,,
nexus,58,"$10,987,171",$0.169891,,,,,,,,
einsteinium,59,"$10,524,541",$0.047881,EMC2,Scrypt,60.0,974.588389050847,65059233891.0,1.95000000000002,4.93320334261841e-06,BTC
mooncoin,60,"$9,987,013",$0.000044,,,,,,,,
burst,61,"$9,153,507",$0.004377,,,,,,,,
metaverseetp,62,"$8,297,846",$0.106074,,,,,,,,
otocash,63,"$8,090,493",$0.379553,,,,,,,,
nkn,64,"$7,426,913",$0.015915,,,,,,,,
polis,65,"$6,994,906",$0.711451,,,,,,,,
peercoin,66,"$6,774,892",$0.258013,PPC,SHA-256,600.0,2609884186.31097,4085511587724940.0,44.239752592343,2.8287552155772e-05,BTC
namecoin,67,"$6,536,694",$0.443575,NMC,SHA-256,600.0,13208707961210.002,0.0,,,
bitcoinrhodium,68,"$6,200,345",$6.52,,,,,,,,
aeon,69,"$5,957,180",$0.376287,,,,,,,,
zenon,70,"$5,825,998",$1.46,,,,,,,,
quantumresistantledger,71,"$5,756,470",$0.080870,,,,,,,,
lightningbitcoin,72,"$5,626,148",$1.46,,,,,,,,
smartcash,73,"$5,199,297",$0.003677,SMART,Keccak,52.0,263958.49024575,23007952368437.0,22.1705443811738,3.90143393602225e-07,BTC
gulden,74,"$5,017,914",$0.009786,,,,,,,,
ubiq,75,"$4,847,164",$0.113759,UBQ,Ubqhash,85.0,4684183464097.9,70874386983.0,5.0,1.20975487465181e-05,BTC
piratechain,76,"$4,792,915",$0.030511,,,,,,,,
flo,77,"$4,597,789",$0.030179,,,,,,,,
bitcore,78,"$4,324,359",$0.243474,,,,,,,,
zvchain,79,"$4,237,386",$0.006829,,,,,,,,
nimiq,80,"$4,120,077",$0.000691,,,,,,,,
hycon,81,"$4,109,345",$0.001852,,,,,,,,
dero,82,"$3,934,401",$0.404429,,,,,,,,
ondori,83,"$3,495,781",$0.000093,,,,,,,,
electra,84,"$3,433,226",$0.000120,,,,,,,,
gamecredits,85,"$3,353,901",$0.048025,GAME,Scrypt,90.0,3494.4407347147,133893961332.0,6.25,5.09384401114204e-06,BTC
colossusxt,86,"$3,313,112",$0.000276,,,,,,,,
ddkoin,87,"$3,267,246",$1.91,,,,,,,,
nix,88,"$3,238,662",$0.074891,,,,,,,,
observer,89,"$3,193,612",$0.001520,,,,,,,,
viacoin,90,"$3,193,274",$0.137833,VIA,Scrypt,24.0,350451.343453701,59639261107235.0,0.625,1.49601671309192e-05,BTC
matrixainetwork,91,"$3,187,447",$0.014874,,,,,,,,
blockstamp,92,"$2,883,496",$0.109377,,,,,,,,
