Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$114,407,943,865","$6,254.66",BTC,SHA-256,622.0,13912524048945.0,9.606726012063067e+19,12.7574,6242.02,BTC
ethereum,2,"$14,260,084,120",$129.30,ETH,Ethash,13.1473,2205583840950580.0,167759451822851.0,2.0,0.02066865,BTC
bitcoincash,3,"$3,824,705,869",$208.37,BCH,SHA-256,600.0,504735148439.0,0.0,,,
bitcoinsv,4,"$2,885,551,608",$157.23,BSV,SHA-256,628.0,331211995763.351,2.26519855071096e+18,12.5,0.0251,BTC
litecoin,5,"$2,435,296,377",$37.83,LTC,Scrypt,150.0,4894266.392,140138093943679.0,12.5,0.006064,BTC
monero,6,"$826,540,363",$47.23,XMR,RandomX,123.0,135692323594.0,1103189622.0,1.804613914469,0.00757,BTC
cardano,7,"$743,981,923",$0.028695,,,,,,,,
tron,8,"$740,989,841",$0.011112,,,,,,,,
dash,9,"$608,847,808",$64.74,DASH,X11,155.0,218636345.218364,6058296467289286.0,1.5533134445469152,0.01033016,BTC
ethereumclassic,10,"$558,524,350",$4.80,ETC,Ethash,13.1114,126867087224643.0,9676090060912.0,3.104,0.0007688,BTC
zcash,11,"$289,415,004",$30.18,ZEC,Equihash,74.0,49383975.8639987,5466939598.0,5.0,0.00481826,BTC
dogecoin,12,"$219,376,394",$0.001770,DOGE,Scrypt,62.0,1393411.2699682,96526707006310.0,10000.0,2.8246e-07,BTC
edcblockchain,13,"$126,251,152",$0.047274,,,,,,,,
bitcoingold,14,"$123,841,086",$7.07,BTG,Zhash,623.0,176141.123561407,2316128.0,12.5,0.00113,BTC
decred,15,"$117,319,613",$10.88,DCR,Blake (14r),279.0,27414616028.8191,4.2202465690385446e+17,9.32720632575956,0.00173581,BTC
algorand,16,"$99,081,478",$0.149228,,,,,,,,
bitcoindiamond,17,"$85,073,271",$0.456174,BCD,BCD,701.0,2479053.3118684,15188948501448.0,125.0,7.298e-05,BTC
ravencoin,18,"$82,758,329",$0.014223,RVN,X16Rv2,60.0,429829.002143096,30768358451281.0,5000.0,2.26e-06,BTC
monacoin,19,"$78,459,084",$1.19,MONA,Lyra2REv2,94.0,2589239.94574228,118305328600637.0,25.0,0.00018871,BTC
bytom,20,"$57,802,253",$0.057658,,,,,,,,
digibyte,21,"$55,269,397",$0.004260,DGB,Scrypt,15.0,406095210.38119,0.0,,,
siacoin,22,"$51,045,421",$0.001221,,,,,,,,
abbccoin,23,"$49,652,590",$0.089397,,,,,,,,
horizen,24,"$44,568,476",$5.11,ZEN,Equihash,149.0,13052068.7037847,717600985.0,7.5,0.0008148,BTC
hypercash,25,"$42,083,639",$0.944491,,,,,,,,
bytecoin,26,"$41,819,438",$0.000227,BCN,CryptoNight,133.0,24495540599.0,184176996.0,341.37647993,3e-08,BTC
energi,27,"$41,426,823",$1.51,,,,,,,,
komodo,28,"$40,981,545",$0.344453,KMD,Equihash,60.0,200624635.998497,53499902.0,3.0,5.52e-05,BTC
verge,29,"$38,681,717",$0.002385,XVG,Scrypt,30.0,10072.04611437,0.0,,,
zilliqa,30,"$36,759,158",$0.003674,,,,,,,,
zcoin,31,"$30,286,250",$3.10,XZC,MTP,287.0,6145.3011,91964694245.0,14.0,0.00048497,BTC
aeternity,32,"$28,928,026",$0.094664,AE,CuckooCycle,180.0,25383650.0,141020.0,182.655,1.506e-05,BTC
aion,33,"$23,095,384",$0.057627,AION,"Equihash (210,9)",11.0,9824183.0,893107.0,4.5,9.2e-06,BTC
elastos,34,"$21,721,481",$1.19,,,,,,,,
cortex,35,"$20,937,624",$0.083771,,,,,,,,
electroneum,36,"$20,562,883",$0.002047,,,,,,,,
grin,37,"$16,891,198",$0.448307,,,,,,,,
tomochain,38,"$15,994,657",$0.227949,,,,,,,,
beam,39,"$14,942,102",$0.256583,BEAM,BeamHashII,59.0,115671216.0,1960529.0,40.0,4.093e-05,BTC
nuls,40,"$14,788,859",$0.171012,,,,,,,,
ilcoin,41,"$14,787,815",$0.034882,,,,,,,,
divi,42,"$14,329,887",$0.009004,,,,,,,,
loki,43,"$10,925,285",$0.232550,,,,,,,,
vertcoin,44,"$10,785,501",$0.199501,VTC,Lyra2REv3,168.0,61271.0,1566410364245.0,25.0,3.104e-05,BTC
groestlcoin,45,"$10,571,829",$0.141480,GRS,Groestl,63.0,959268.91985552,65397279981725.0,5.0,2.201e-05,BTC
syscoin,46,"$10,447,840",$0.017962,SYS,SHA-256,60.0,273189621346.3,0.0,,,
metaverseetp,47,"$8,957,466",$0.115021,,,,,,,,
nexus,48,"$8,853,230",$0.136894,,,,,,,,
cryptonex,49,"$89,641,781",$1.61,,,,,,,,
counoscoin,50,"$69,962,692",$4.71,,,,,,,,
vitae,51,"$19,692,370",$1.01,,,,,,,,
zvchain,52,"$13,880,106",$0.029494,,,,,,,,
fibos,53,"$9,925,040",$0.009348,,,,,,,,
unobtanium,54,"$8,557,366",$42.38,,,,,,,,
microbitcoin,55,"$8,482,307",$0.000045,,,,,,,,
einsteinium,56,"$8,375,575",$0.038143,EMC2,Scrypt,67.0,786.2043984154,50398838495.0,1.95,5.94e-06,BTC
mircoin,57,"$7,577,827",$0.008605,,,,,,,,
newton,58,"$7,480,630",$0.000364,,,,,,,,
otocash,59,"$7,428,201",$0.348482,,,,,,,,
burst,60,"$6,378,241",$0.003056,,,,,,,,
namecoin,61,"$5,572,394",$0.378138,NMC,SHA-256,600.0,14519023251998.002,0.0,,,
quantumresistantledger,62,"$5,390,003",$0.076209,,,,,,,,
nkn,63,"$5,335,974",$0.011434,,,,,,,,
lightningbitcoin,64,"$5,227,577",$1.35,,,,,,,,
gulden,65,"$4,952,214",$0.009735,,,,,,,,
blockstamp,66,"$4,544,493",$0.172897,,,,,,,,
polis,67,"$4,528,971",$0.460641,,,,,,,,
peercoin,68,"$3,879,043",$0.148629,PPC,SHA-256,2700.0,1695238874.36074,2696665008995270.0,49.277519976510256,2.67e-05,BTC
bitcoinrhodium,69,"$3,576,288",$4.28,,,,,,,,
smartcash,70,"$3,470,676",$0.002455,SMART,Keccak,55.0,249900.86890905,19514837440115.0,23.423508126569864,3.895e-07,BTC
electra,71,"$3,351,507",$0.000117,,,,,,,,
