Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$133,982,982,986","$7,315.84",BTC,SHA-256,630.0,14715214060656.0,1.0031962403834426e+20,12.6631,7329.79,BTC
ethereum,2,"$18,936,047,510",$171.45,ETH,Ethash,13.294,2189808037889400.0,164721531359214.0,2.0,0.0233351,BTC
bitcoincash,3,"$4,819,598,768",$262.28,BCH,SHA-256,600.0,355234589120.10004,0.0,,,
bitcoinsv,4,"$3,963,073,614",$215.69,BSV,SHA-256,684.0,391237156449.81,2.456653204578902e+18,12.5,0.029433,BTC
litecoin,5,"$2,968,400,626",$46.04,LTC,Scrypt,144.0,5391480.755,160807177220405.0,12.5,0.0062917,BTC
monero,6,"$1,011,917,622",$57.77,XMR,RandomX,124.0,141049423466.0,1137495350.0,1.777710256742,0.007902,BTC
cardano,7,"$938,894,068",$0.036213,,,,,,,,
tron,8,"$905,408,630",$0.013578,,,,,,,,
dash,9,"$745,100,909",$79.01,DASH,X11,156.0,137176234.869864,3776714375349234.0,1.5533134445469152,0.01080921,BTC
ethereumclassic,10,"$665,783,175",$5.72,ETC,Ethash,13.2194,114811018792365.0,8685040076884.0,3.104,0.0007816,BTC
zcash,11,"$384,159,588",$39.36,ZEC,Equihash,75.0,50601891.7729033,5527075965.0,5.0,0.00537829,BTC
dogecoin,12,"$249,196,443",$0.002008,DOGE,Scrypt,62.0,3281359.13833702,227311777186907.0,10000.0,2.7445e-07,BTC
bitcoingold,13,"$169,924,087",$9.70,BTG,Zhash,600.0,181013.775469134,2471441.0,12.5,0.001334,BTC
decred,14,"$136,423,102",$12.65,DCR,Blake (14r),289.0,22725923423.9471,3.377408231046822e+17,9.234857748276793,0.0017246,BTC
algorand,15,"$136,268,953",$0.202645,,,,,,,,
ravencoin,16,"$106,208,260",$0.017988,RVN,X16Rv2,60.0,508439.981632259,36395551551489.0,5000.0,2.47e-06,BTC
bitcoindiamond,17,"$104,691,195",$0.561368,BCD,BCD,554.0,2418832.55431674,18752358691860.0,125.0,7.616e-05,BTC
digibyte,18,"$84,588,797",$0.006499,DGB,Scrypt,15.0,43607.04795362,0.0,,,
monacoin,19,"$84,372,224",$1.28,MONA,Lyra2REv2,94.0,3345101.89164192,152841523684997.0,25.0,0.000174,BTC
energi,20,"$63,827,994",$2.29,,,,,,,,
bytom,21,"$61,543,387",$0.061390,BTM,Tensority,149.0,69796619577.616,468433688.0,412.5,8.471e-06,BTC
siacoin,22,"$60,613,143",$0.001449,,,,,,,,
abbccoin,23,"$56,433,279",$0.101605,,,,,,,,
horizen,24,"$53,338,481",$6.05,ZEN,Equihash,146.0,13711860.5084256,769366858.0,7.5,0.000815,BTC
komodo,25,"$52,491,239",$0.440533,KMD,Equihash,60.0,231993142.557377,61864838.0,3.0,6.03e-05,BTC
hypercash,26,"$49,968,416",$1.12,,,,,,,,
bytecoin,27,"$48,193,695",$0.000262,BCN,CryptoNight,117.0,31101544045.0,265825162.0,330.19965913,3.526e-08,BTC
zilliqa,28,"$46,049,345",$0.004588,,,,,,,,
verge,29,"$45,591,366",$0.002810,XVG,Scrypt,30.0,11962.415,0.0,,,
zcoin,30,"$36,946,945",$3.75,XZC,MTP,298.0,5280.0997,76100186346.0,14.0,0.0004654,BTC
aeternity,31,"$33,923,891",$0.110590,AE,CuckooCycle,184.0,24922000.0,135445.0,179.982,1.511e-05,BTC
aion,32,"$27,971,741",$0.068155,AION,"Equihash (210,9)",11.0,17631932.0,1602902.0,4.5,9.31e-06,BTC
cortex,33,"$22,709,069",$0.090859,,,,,,,,
elastos,34,"$22,538,094",$1.23,,,,,,,,
electroneum,35,"$22,040,159",$0.002191,,,,,,,,
tomochain,36,"$20,981,491",$0.298480,,,,,,,,
grin,37,"$20,679,168",$0.534227,,,,,,,,
nuls,38,"$19,624,538",$0.203065,,,,,,,,
beam,39,"$17,203,831",$0.289822,BEAM,BeamHashII,60.0,104192448.0,1736540.0,40.0,3.945e-05,BTC
divi,40,"$16,225,856",$0.010056,,,,,,,,
ilcoin,41,"$14,455,733",$0.033932,,,,,,,,
vertcoin,42,"$12,516,803",$0.230786,VTC,Lyra2REv3,141.0,66841.518325422,2036043512217.0,25.0,3.118e-05,BTC
groestlcoin,43,"$12,497,215",$0.167063,GRS,Groestl,63.0,1084765.89918092,73952921599969.0,5.0,2.254e-05,BTC
syscoin,44,"$11,807,976",$0.020238,SYS,SHA-256,60.0,280991021289.05,0.0,,,
loki,45,"$11,304,909",$0.239584,,,,,,,,
nexus,46,"$10,828,028",$0.167430,,,,,,,,
cryptonex,47,"$97,649,404",$1.75,,,,,,,,
counoscoin,48,"$71,392,661",$4.81,,,,,,,,
vitae,49,"$24,918,333",$1.28,,,,,,,,
edcblockchain,50,"$21,796,939",$0.008162,,,,,,,,
fibos,51,"$11,990,379",$0.011290,,,,,,,,
zvchain,52,"$11,493,146",$0.022883,,,,,,,,
microbitcoin,53,"$11,378,097",$0.000060,,,,,,,,
unobtanium,54,"$11,225,328",$55.58,,,,,,,,
newton,55,"$9,669,193",$0.000470,,,,,,,,
einsteinium,56,"$9,170,752",$0.041759,EMC2,Scrypt,79.0,735.19938909439,39970345977.0,1.95,5.41e-06,BTC
metaverseetp,57,"$8,504,333",$0.109097,,,,,,,,
mircoin,58,"$8,129,716",$0.009232,,,,,,,,
burst,59,"$7,946,485",$0.003805,,,,,,,,
otocash,60,"$7,498,907",$0.351799,,,,,,,,
nkn,61,"$7,088,721",$0.015190,,,,,,,,
