Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$105,223,774,256","$5,757.01",BTC,SHA-256,757.0,16552923967337.0,9.391580857712945e+19,13.1243,5817.93,BTC
ethereum,2,"$13,806,069,388",$125.33,ETH,Ethash,13.2425,2166588350264390.0,163608710610865.0,2.0,0.02173001,BTC
bitcoincash,3,"$3,471,613,786",$189.30,BCH,SHA-256,600.0,519828118877.32996,0.0,,,
litecoin,4,"$2,308,386,116",$35.89,LTC,Scrypt,157.0,5152157.5,140944891505357.0,12.5,0.0062057,BTC
bitcoinsv,5,"$2,279,287,896",$124.31,BSV,SHA-256,587.0,332859816637.796,2.435471936306458e+18,12.5,0.021472,BTC
cardano,6,"$740,246,331",$0.028551,,,,,,,,
tron,7,"$715,680,585",$0.010733,,,,,,,,
monero,8,"$666,427,576",$38.11,XMR,RandomX,119.0,139109726770.0,1168989300.0,1.827700290196,0.006605,BTC
dash,9,"$560,316,913",$59.68,DASH,X11,159.0,140568837.084154,3797097849768512.0,1.5533134445469152,0.01029643,BTC
ethereumclassic,10,"$546,717,815",$4.70,ETC,Ethash,13.2059,132010087048017.0,9996296128852.0,3.104,0.0008179,BTC
zcash,11,"$277,428,690",$29.33,ZEC,Equihash,75.0,52419064.2896253,5725559662.0,5.0,0.00505095,BTC
dogecoin,12,"$211,016,279",$0.001705,DOGE,Scrypt,63.0,1946260.04874966,132684496172875.0,10000.0,2.91e-07,BTC
decred,13,"$119,842,666",$11.11,DCR,Blake (14r),284.0,30742635243.1586,4.6492469352895494e+17,9.32720632575956,0.00190614,BTC
bitcoingold,14,"$118,072,997",$6.74,BTG,Zhash,607.0,155617.984247832,2100201.0,12.5,0.00115,BTC
algorand,15,"$101,734,015",$0.154763,,,,,,,,
ravencoin,16,"$81,485,730",$0.014161,RVN,X16Rv2,59.0,479533.213144898,34908126572934.0,5000.0,2.42e-06,BTC
bitcoindiamond,17,"$80,947,120",$0.434049,BCD,BCD,580.0,3126940.59086514,23155357886725.0,125.0,7.454e-05,BTC
monacoin,18,"$74,509,539",$1.13,MONA,Lyra2REv2,94.0,2657215.96550799,121411230534743.0,25.0,0.000194,BTC
komodo,19,"$63,720,225",$0.536008,KMD,Equihash,60.0,304267978.468493,81138127.0,3.0,6.26e-05,BTC
abbccoin,20,"$58,483,802",$0.105297,,,,,,,,
bytom,21,"$53,548,673",$0.053415,,,,,,,,
siacoin,22,"$52,128,301",$0.001247,,,,,,,,
bytecoin,23,"$48,547,358",$0.000264,BCN,CryptoNight,117.0,19602228721.0,167540416.0,349.97671791,4e-08,BTC
horizen,24,"$45,638,440",$5.27,ZEN,Equihash,148.0,15603017.4175279,863648099.0,7.5,0.0009046,BTC
digibyte,25,"$44,028,449",$0.003402,DGB,Scrypt,15.0,6006199.3366109,0.0,,,
hypercash,26,"$42,501,366",$0.954081,,,,,,,,
zilliqa,27,"$38,034,762",$0.003809,,,,,,,,
verge,28,"$36,471,683",$0.002250,XVG,Scrypt,30.0,4329.7126497,0.0,,,
zcoin,29,"$33,257,980",$3.43,XZC,MTP,288.0,6147.3769,91676328964.0,14.0,0.00058664,BTC
energi,30,"$33,075,354",$1.22,,,,,,,,
aeternity,31,"$30,160,377",$0.098985,AE,CuckooCycle,184.0,32250000.0,175271.0,185.328,1.728e-05,BTC
aion,32,"$25,262,085",$0.063033,AION,"Equihash (210,9)",11.0,13169157.0,1197196.0,4.5,1.116e-05,BTC
electroneum,33,"$20,700,671",$0.002063,,,,,,,,
elastos,34,"$20,522,754",$1.13,,,,,,,,
tomochain,35,"$17,274,874",$0.246527,,,,,,,,
cortex,36,"$16,958,137",$0.067849,,,,,,,,
grin,37,"$16,934,608",$0.458903,,,,,,,,
beam,38,"$14,758,419",$0.255701,BEAM,BeamHashII,60.0,120312252.0,2005204.0,40.0,4.401e-05,BTC
ilcoin,39,"$14,136,919",$0.033347,,,,,,,,
divi,40,"$13,427,420",$0.008527,,,,,,,,
nuls,41,"$12,448,923",$0.146535,,,,,,,,
vertcoin,42,"$11,302,731",$0.209571,VTC,Lyra2REv3,148.0,75956.0,2204246864425.0,25.0,3.541e-05,BTC
groestlcoin,43,"$10,907,356",$0.146091,GRS,Groestl,63.0,864334.499064911,58925212798227.0,5.0,2.5e-05,BTC
loki,44,"$10,727,004",$0.230362,,,,,,,,
syscoin,45,"$9,310,327",$0.016018,SYS,SHA-256,60.0,228964476451.99,0.0,,,
newton,46,"$8,784,227",$0.000427,,,,,,,,
metaverseetp,47,"$8,573,905",$0.110254,,,,,,,,
