Name,#,market_cap,price,tag,algorithm,block_time,difficulty,nethash_scraped,block_reward,exchange_rate,exchange_rate_curr
bitcoin,1,"$114,175,091,216","$6,239.40",BTC,SHA-256,543.0,13912524048945.0,1.1004389649177215e+20,12.6962,6207.99,BTC
ethereum,2,"$14,500,018,288",$131.41,ETH,Ethash,13.2654,2217870336045870.0,167192119050000.0,2.0,0.02104922,BTC
bitcoincash,3,"$3,991,569,600",$217.38,BCH,SHA-256,600.0,467589612894.71,0.0,,,
bitcoinsv,4,"$2,958,362,120",$161.13,BSV,SHA-256,581.0,364798680293.535,2.696727024930623e+18,12.5,0.025885,BTC
litecoin,5,"$2,434,251,733",$37.79,LTC,Scrypt,148.0,4950636.564,143667717140282.0,12.5,0.0060928,BTC
monero,6,"$821,865,868",$46.95,XMR,RandomX,120.0,144641404181.0,1205345034.0,1.794887860604,0.007565,BTC
cardano,7,"$778,880,725",$0.030041,,,,,,,,
tron,8,"$753,345,208",$0.011298,,,,,,,,
dash,9,"$601,446,749",$63.87,DASH,X11,157.0,126467981.955367,3459718767448531.0,1.5533134445469152,0.01022773,BTC
ethereumclassic,10,"$573,859,834",$4.93,ETC,Ethash,13.0411,126371944613302.0,9690282615216.0,3.104,0.0007923,BTC
zcash,11,"$294,672,098",$30.55,ZEC,Equihash,75.0,43018698.2261152,4698789011.0,5.0,0.00489499,BTC
dogecoin,12,"$221,037,997",$0.001783,DOGE,Scrypt,62.0,1298610.8525872,89959534549882.0,10000.0,2.8522e-07,BTC
bitcoingold,13,"$122,305,739",$6.98,BTG,Zhash,590.0,200537.375433354,2784410.0,12.5,0.0011197,BTC
decred,14,"$120,411,019",$11.16,DCR,Blake (14r),296.0,23094697200.2968,3.351046256293835e+17,9.234857748276793,0.00178314,BTC
algorand,15,"$101,467,564",$0.152173,,,,,,,,
ravencoin,16,"$88,531,712",$0.015141,RVN,X16Rv2,60.0,553420.755544929,39615400766551.0,5000.0,2.38e-06,BTC
bitcoindiamond,17,"$84,609,732",$0.453689,BCD,BCD,590.0,1890533.96109557,13762341584547.0,125.0,7.314e-05,BTC
monacoin,18,"$76,100,909",$1.16,MONA,Lyra2REv2,94.0,2843930.59318023,129942434997903.0,25.0,0.00018428,BTC
digibyte,19,"$57,583,491",$0.004434,DGB,Scrypt,15.0,2863670.5436702,0.0,,,
energi,20,"$57,113,995",$2.07,,,,,,,,
bytom,21,"$55,255,732",$0.055118,,,,,,,,
siacoin,22,"$51,539,204",$0.001232,,,,,,,,
abbccoin,23,"$49,954,231",$0.089940,,,,,,,,
horizen,24,"$48,339,190",$5.52,ZEN,Equihash,149.0,14935513.0429774,821152502.0,7.5,0.00088356,BTC
